,id,title,original_title,release_date,overview,original_language,origin_country,genres,adult
15943,15943,The Shaggy D.A.,The Shaggy D.A.,1976-12-17,"Wilby Daniels, a successful lawyer running for District Attorney, suddenly finds himself being transformed into an English sheepdog. Somehow he has to keep his change a secret and find just what is causing it, all the while eluding the local dog catcher.",en,['US'],"['Comedy', 'Family', 'Fantasy']",False
10882,10882,Sleeping Beauty,Sleeping Beauty,1959-02-17,"Cursed to die by the evil fairy Maleficent when she was a baby, Princess Aurora is sent into hiding under protection from three good fairies. As she grows up far away, Maleficent becomes increasingly determined to seal the princess's fate.",en,['US'],"['Fantasy', 'Animation', 'Romance', 'Family']",False
24808,24808,Something Wicked This Way Comes,Something Wicked This Way Comes,1983-04-29,"In a small American town, a diabolical circus arrives, granting wishes for the townsfolk, but twisted as only the esteemed Mr. Dark can make them. Can two young boys overcome the worst the devil himself can deal out?",en,['US'],"['Fantasy', 'Mystery', 'Horror']",False
19762,19762,Son of Flubber,Son of Flubber,1963-01-16,"Beleaguered professor Ned Brainard has already run into a pile of misfortunes with his discovery of the super-elastic substance ""Flubber."" Now he hopes to have better luck with a gravity-busting derivative he's dubbed ""Flubbergas."" Ned's experiments, constantly hampered by government obstruction, earn the consternation of his wife, Betsy. But a game-winning modification to a football uniform may help Ned make the case for his fantastic new invention.",en,['US'],"['Comedy', 'Family', 'Science Fiction']",False
13850,13850,Song of the South,Song of the South,1946-11-12,Uncle Remus draws upon his tales of Br'er Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,en,['US'],"['Family', 'Animation']",False
2619,2619,Splash,Splash,1984-03-09,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",en,['US'],"['Comedy', 'Romance', 'Fantasy']",False
65158,65158,Squanto: A Warrior's Tale,Squanto: A Warrior's Tale,1994-10-28,"Squanto is a high-born Indian warrior from a tribe on the Atlantic coast of North America which devotes its life to hunting and rivalry with a neighboring tribe. Everything changes forever after a ship arrives from England, prospecting the region's commercial potential for the rich Sir George, who uses all his wealth and influence only for ever greater profit. When it returns, several Indians find themselves captives on board, including Squanto. The arrogant Christians consider themselves utterly superior to the 'heathen savages' and treat them as brutally as they do beasts. Squanto fights a bear in a circus, not understanding how men can be so cruel to that creature either, and manages a spectacular escape, but where must he go? He finds shelter and help in a rural monastery, where it takes his protector some effort to prevent the others considering the unknown as diabolical. In time sir George's men come looking for him most brutally...",en,['US'],"['Adventure', 'History']",False
53565,53565,Steamboat Willie,Steamboat Willie,1928-05-15,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.",en,['US'],"['Animation', 'Comedy']",False
41841,41841,Tall Tale: The Unbelievable Adventure,Tall Tale: The Unbelievable Adventure,1995-03-24,"A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their idyllic community. When Daniel Hackett sees his father Jonas gravely wounded by the villainous Stiles, his first urge is for his family to flee the danger, and give up their life on a farm which Daniel has come to despise anyway. Going alone to a lake to try to decide what to do, he falls asleep on a boat and wakes to find himself in the wild west, in the company of such ""tall tale"" legends as Pecos Bill, Paul Bunyan, John Henry and Calamity Jane. Together, they battle the same villains Daniel is facing in his ""real"" world, ending with a heroic confrontation in which the boy stands up to Stiles and his henchmen, and rallies his neighbors to fight back against land grabbers who want to destroy their town.",en,['US'],"['Adventure', 'Family', 'Western']",False
27332,27332,Tex,Tex,1982-07-30,"After their mother dies and their father leaves them, teenage brothers Tex and Mason McCormick struggle to make it on their own.",en,['US'],['Drama'],False
97,97,Tron,Tron,1982-07-09,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world...And becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment.",en,['US'],"['Science Fiction', 'Action', 'Adventure']",False
10419,10419,Swing Kids,Swing Kids,1993-03-05,"The story of a close-knit group of young kids in Nazi Germany who listen to banned swing music from the US. Soon dancing and fun leads to more difficult choices as the Nazis begin tightening the grip on Germany. Each member of the group is forced to face some tough choices about right, wrong, and survival.",en,['US'],"['Music', 'Drama']",False
11675,11675,Halloween H20: 20 Years Later,Halloween H20: 20 Years Later,1998-08-05,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",en,['US'],"['Horror', 'Thriller']",False
2107,2107,L.A. Story,L.A. Story,1991-02-08,"With the help of a talking freeway billboard, a ""wacky weatherman"" tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early-90s Los Angeles.",en,['US'],"['Comedy', 'Fantasy', 'Romance']",False
6471,6471,The Jerk,The Jerk,1979-12-14,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson sets off on a hilarious misadventure that takes him from rags to riches and back again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",en,['US'],['Comedy'],False
9442,9442,Dead Men Don't Wear Plaid,Dead Men Don't Wear Plaid,1982-05-21,"Juliet Forrest is convinced that the reported death of her father in a mountain car crash was no accident. Her father was a prominent cheese scientist working on a secret recipe. To prove it was murder, she enlists the services of private eye Rigby Reardon. He finds a slip of paper containing a list of people who are 'The Friends and Enemies of Carlotta'.",en,['US'],"['Comedy', 'Mystery', 'Crime']",False
11591,11591,The Man with Two Brains,The Man with Two Brains,1983-06-10,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.",en,['US'],"['Comedy', 'Science Fiction']",False
13697,13697,Grand Canyon,Grand Canyon,1991-12-25,Grand Canyon revolved around six residents from different backgrounds whose lives intertwine in modern-day Los Angeles. At the center of the film is the unlikely friendship of two men from different races and classes brought together when one finds himself in jeopardy in the other's rough neighborhood.,en,['US'],['Drama'],False
19158,19158,Graveyard Shift,Graveyard Shift,1990-10-26,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all.",en,['US'],['Horror'],False
227,227,The Outsiders,The Outsiders,1983-03-25,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",en,['US'],"['Crime', 'Drama']",False
87,87,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,1984-05-23,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",en,['US'],"['Adventure', 'Action']",False
123,123,The Lord of the Rings,The Lord of the Rings,1978-11-15,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,en,"['US', 'GB']","['Adventure', 'Animation', 'Fantasy']",False
9314,9314,Nineteen Eighty-Four,Nineteen Eighty-Four,1984-11-09,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,en,"['DE', 'NL', 'GB']","['Drama', 'Science Fiction']",False
11336,11336,The Dead Zone,The Dead Zone,1983-10-21,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",en,['US'],"['Thriller', 'Horror', 'Science Fiction']",False
